,magnus_heunicke,nicolai_wammen,mattias_tesfaye,jakob_ellemann,soren_gade,sophie_lohde,lars_lokke,jakob_engel_schmidt,monika_rubin,jacob_mark,pia_dyhr,kirsten_andersen,dennis_flydtkjær,peter_skaarup,soren_espersen,alex_vanopslagh,henrik_dahl,ole_olesen,soren_pape,mette_abildgaard,rasmus_jarlov,pelle_dragsted,mai_villadsen,rosa_lund,martin_lidegaard,samira_nawa,katrine_robsoe,pernille_vermund,lars_mathiesen,kim_andersen,franciska_rosenkilde,christina_olumeko,torsten_gejl,morten_messerschmidt,pia_kjarsgaard,peter_kofod
pia_dyhr,0.11940298507462686,0.09090909090909091,0.10905730129390019,0.12994350282485875,0.041666666666666664,0.1320754716981132,0.1070110701107011,0.18110236220472442,0.171875,0.14068441064638784,1.0,0.1787819253438114,0.13851992409867173,0.15606936416184972,0.15384615384615385,0.171875,0.19047619047619047,0.16054158607350097,0.11940298507462686,0.1787819253438114,0.08892921960072596,0.17647058823529413,0.19760479041916168,0.15384615384615385,0.1650485436893204,0.15384615384615385,0.09090909090909091,0.1111111111111111,0.16279069767441862,0.0948905109489051,0.09289617486338798,0.10091743119266056,0.13851992409867173,0.17647058823529413,0.13851992409867173,0.11731843575418995
kirsten_andersen,0.1834319526627219,0.07913669064748201,0.15163147792706333,0.12781954887218044,0.034482758620689655,0.14068441064638784,0.12359550561797752,0.1857707509881423,0.2396694214876033,0.20240480961923848,0.1787819253438114,1.0,0.12994350282485875,0.16731517509727625,0.0948905109489051,0.18811881188118812,0.20240480961923848,0.16054158607350097,0.14942528735632185,0.1952191235059761,0.12359550561797752,0.21703853955375255,0.18110236220472442,0.11731843575418995,0.1650485436893204,0.13851992409867173,0.10091743119266056,0.14068441064638784,0.1952191235059761,0.1070110701107011,0.09289617486338798,0.1070110701107011,0.1650485436893204,0.1342155009451796,0.08499095840867993,0.07913669064748201
dennis_flydtkjær,0.14068441064638784,0.08499095840867993,0.15384615384615385,0.16731517509727625,0.04529616724738676,0.10905730129390019,0.1342155009451796,0.1787819253438114,0.171875,0.1450381679389313,0.13851992409867173,0.12994350282485875,1.0,0.21212121212121213,0.15384615384615385,0.14942528735632185,0.1695906432748538,0.1450381679389313,0.171875,0.12359550561797752,0.10905730129390019,0.15384615384615385,0.15163147792706333,0.1070110701107011,0.18110236220472442,0.10905730129390019,0.10497237569060773,0.1320754716981132,0.12570356472795496,0.1450381679389313,0.07913669064748201,0.061946902654867256,0.13851992409867173,0.11940298507462686,0.19284294234592445,0.16731517509727625
peter_skaarup,0.1583011583011583,0.09689213893967093,0.2396694214876033,0.20240480961923848,0.050788091068301226,0.1952191235059761,0.14942528735632185,0.2987012987012987,0.25523012552301255,0.14722753346080306,0.15606936416184972,0.16731517509727625,0.21212121212121213,1.0,0.25260960334029225,0.2345679012345679,0.2605042016806723,0.20240480961923848,0.21212121212121213,0.20724346076458752,0.12149532710280374,0.18811881188118812,0.13851992409867173,0.12570356472795496,0.24740124740124741,0.2145748987854251,0.10497237569060773,0.20967741935483872,0.20481927710843373,0.15384615384615385,0.08499095840867993,0.08695652173913043,0.1650485436893204,0.21703853955375255,0.2605042016806723,0.23203285420944558
soren_espersen,0.1111111111111111,0.12359550561797752,0.20240480961923848,0.16279069767441862,0.041666666666666664,0.1695906432748538,0.14285714285714285,0.24740124740124741,0.1834319526627219,0.0989010989010989,0.15384615384615385,0.0948905109489051,0.15384615384615385,0.25260960334029225,1.0,0.1787819253438114,0.2422360248447205,0.17416829745596868,0.14285714285714285,0.18110236220472442,0.1070110701107011,0.18110236220472442,0.12781954887218044,0.15384615384615385,0.21703853955375255,0.13851992409867173,0.06007067137809187,0.1834319526627219,0.12781954887218044,0.1695906432748538,0.07142857142857142,0.06007067137809187,0.0989010989010989,0.2219959266802444,0.3157894736842105,0.22448979591836735
alex_vanopslagh,0.15163147792706333,0.08499095840867993,0.16279069767441862,0.17647058823529413,0.030927835051546393,0.18811881188118812,0.16731517509727625,0.28205128205128205,0.28205128205128205,0.20240480961923848,0.171875,0.18811881188118812,0.14942528735632185,0.2345679012345679,0.1787819253438114,1.0,0.2987012987012987,0.2578616352201258,0.1650485436893204,0.22448979591836735,0.16279069767441862,0.2,0.14722753346080306,0.18110236220472442,0.1952191235059761,0.1834319526627219,0.09289617486338798,0.1857707509881423,0.1952191235059761,0.171875,0.0948905109489051,0.11940298507462686,0.17416829745596868,0.17647058823529413,0.1695906432748538,0.11524163568773234
henrik_dahl,0.19047619047619047,0.12994350282485875,0.19284294234592445,0.18811881188118812,0.02564102564102564,0.19760479041916168,0.19284294234592445,0.3544018058690745,0.405152224824356,0.21951219512195122,0.19047619047619047,0.20240480961923848,0.1695906432748538,0.2605042016806723,0.2422360248447205,0.2987012987012987,1.0,0.29310344827586204,0.20240480961923848,0.22699386503067484,0.16054158607350097,0.2578616352201258,0.2345679012345679,0.1583011583011583,0.2711864406779661,0.21703853955375255,0.11524163568773234,0.2345679012345679,0.22448979591836735,0.17416829745596868,0.09289617486338798,0.15163147792706333,0.16279069767441862,0.22950819672131148,0.18811881188118812,0.19047619047619047
ole_olesen,0.10091743119266056,0.09689213893967093,0.1320754716981132,0.1583011583011583,0.029159519725557463,0.16279069767441862,0.1857707509881423,0.25523012552301255,0.2605042016806723,0.1857707509881423,0.16054158607350097,0.16054158607350097,0.1450381679389313,0.20240480961923848,0.17416829745596868,0.2578616352201258,0.29310344827586204,1.0,0.16054158607350097,0.17416829745596868,0.15163147792706333,0.19760479041916168,0.16279069767441862,0.13851992409867173,0.19284294234592445,0.14068441064638784,0.08892921960072596,0.17647058823529413,0.17416829745596868,0.16279069767441862,0.07334525939177101,0.12570356472795496,0.17647058823529413,0.16054158607350097,0.14722753346080306,0.11731843575418995
soren_pape,0.1695906432748538,0.10497237569060773,0.17647058823529413,0.19047619047619047,0.06007067137809187,0.16279069767441862,0.13851992409867173,0.19760479041916168,0.25523012552301255,0.15384615384615385,0.11940298507462686,0.14942528735632185,0.171875,0.21212121212121213,0.14285714285714285,0.1650485436893204,0.20240480961923848,0.16054158607350097,1.0,0.15163147792706333,0.09090909090909091,0.15163147792706333,0.1583011583011583,0.09689213893967093,0.19760479041916168,0.16731517509727625,0.10497237569060773,0.15384615384615385,0.14068441064638784,0.15163147792706333,0.07719928186714542,0.07913669064748201,0.14285714285714285,0.14722753346080306,0.18110236220472442,0.1857707509881423
mette_abildgaard,0.14722753346080306,0.08499095840867993,0.14942528735632185,0.12149532710280374,0.0273972602739726,0.1650485436893204,0.14285714285714285,0.26582278481012656,0.22699386503067484,0.14942528735632185,0.1787819253438114,0.1952191235059761,0.12359550561797752,0.20724346076458752,0.18110236220472442,0.22448979591836735,0.22699386503067484,0.17416829745596868,0.15163147792706333,1.0,0.10294117647058823,0.16731517509727625,0.1650485436893204,0.1695906432748538,0.19047619047619047,0.17416829745596868,0.08303249097472924,0.1320754716981132,0.15384615384615385,0.12359550561797752,0.07334525939177101,0.11317254174397032,0.1320754716981132,0.1695906432748538,0.13636363636363635,0.1450381679389313
rasmus_jarlov,0.08695652173913043,0.06382978723404255,0.09689213893967093,0.1342155009451796,0.03626943005181347,0.10091743119266056,0.0989010989010989,0.14068441064638784,0.16279069767441862,0.12994350282485875,0.08892921960072596,0.12359550561797752,0.10905730129390019,0.12149532710280374,0.1070110701107011,0.16279069767441862,0.16054158607350097,0.15163147792706333,0.09090909090909091,0.10294117647058823,1.0,0.15384615384615385,0.10497237569060773,0.08892921960072596,0.10091743119266056,0.0948905109489051,0.10091743119266056,0.10091743119266056,0.14068441064638784,0.12570356472795496,0.08108108108108109,0.07719928186714542,0.08499095840867993,0.11317254174397032,0.10497237569060773,0.07526881720430108
pelle_dragsted,0.1320754716981132,0.08499095840867993,0.1342155009451796,0.14722753346080306,0.030927835051546393,0.1450381679389313,0.11940298507462686,0.21703853955375255,0.21951219512195122,0.16731517509727625,0.17647058823529413,0.21703853955375255,0.15384615384615385,0.18811881188118812,0.18110236220472442,0.2,0.2578616352201258,0.19760479041916168,0.15163147792706333,0.16731517509727625,0.15384615384615385,1.0,0.18811881188118812,0.10905730129390019,0.1834319526627219,0.15384615384615385,0.08892921960072596,0.1650485436893204,0.22448979591836735,0.16054158607350097,0.06761565836298933,0.11940298507462686,0.15163147792706333,0.12570356472795496,0.16054158607350097,0.12994350282485875
mai_villadsen,0.1342155009451796,0.07142857142857142,0.1320754716981132,0.15606936416184972,0.04712041884816754,0.10497237569060773,0.11731843575418995,0.18110236220472442,0.22448979591836735,0.19047619047619047,0.19760479041916168,0.18110236220472442,0.15163147792706333,0.13851992409867173,0.12781954887218044,0.14722753346080306,0.2345679012345679,0.16279069767441862,0.1583011583011583,0.1650485436893204,0.10497237569060773,0.18811881188118812,1.0,0.1450381679389313,0.1695906432748538,0.14068441064638784,0.10905730129390019,0.15384615384615385,0.1583011583011583,0.11940298507462686,0.07719928186714542,0.11940298507462686,0.1342155009451796,0.14942528735632185,0.12570356472795496,0.11940298507462686
rosa_lund,0.10091743119266056,0.10091743119266056,0.13851992409867173,0.11731843575418995,0.03986135181975736,0.13851992409867173,0.13851992409867173,0.19047619047619047,0.16054158607350097,0.10294117647058823,0.15384615384615385,0.11731843575418995,0.1070110701107011,0.12570356472795496,0.15384615384615385,0.18110236220472442,0.1583011583011583,0.13851992409867173,0.09689213893967093,0.1695906432748538,0.08892921960072596,0.10905730129390019,0.1450381679389313,1.0,0.14068441064638784,0.13636363636363635,0.1070110701107011,0.13851992409867173,0.11317254174397032,0.12359550561797752,0.07142857142857142,0.08499095840867993,0.15606936416184972,0.14722753346080306,0.15163147792706333,0.1320754716981132
martin_lidegaard,0.1857707509881423,0.14285714285714285,0.18110236220472442,0.1787819253438114,0.061946902654867256,0.17647058823529413,0.13851992409867173,0.2631578947368421,0.25,0.14068441064638784,0.1650485436893204,0.1650485436893204,0.18110236220472442,0.24740124740124741,0.21703853955375255,0.1952191235059761,0.2711864406779661,0.19284294234592445,0.19760479041916168,0.19047619047619047,0.10091743119266056,0.1834319526627219,0.1695906432748538,0.14068441064638784,1.0,0.18110236220472442,0.12149532710280374,0.15606936416184972,0.17416829745596868,0.11317254174397032,0.12570356472795496,0.10294117647058823,0.15384615384615385,0.2145748987854251,0.19760479041916168,0.17647058823529413
samira_nawa,0.18811881188118812,0.061946902654867256,0.2219959266802444,0.15384615384615385,0.04712041884816754,0.1342155009451796,0.15606936416184972,0.2578616352201258,0.28205128205128205,0.12994350282485875,0.15384615384615385,0.13851992409867173,0.10905730129390019,0.2145748987854251,0.13851992409867173,0.1834319526627219,0.21703853955375255,0.14068441064638784,0.16731517509727625,0.17416829745596868,0.0948905109489051,0.15384615384615385,0.14068441064638784,0.13636363636363635,0.18110236220472442,1.0,0.10905730129390019,0.1320754716981132,0.12570356472795496,0.12359550561797752,0.11940298507462686,0.12994350282485875,0.14722753346080306,0.16279069767441862,0.18811881188118812,0.1583011583011583
katrine_robsoe,0.0989010989010989,0.0582010582010582,0.08108108108108109,0.1111111111111111,0.04895104895104895,0.08499095840867993,0.08303249097472924,0.11317254174397032,0.15384615384615385,0.10497237569060773,0.09090909090909091,0.10091743119266056,0.10497237569060773,0.10497237569060773,0.06007067137809187,0.09289617486338798,0.11524163568773234,0.08892921960072596,0.10497237569060773,0.08303249097472924,0.10091743119266056,0.08892921960072596,0.10905730129390019,0.1070110701107011,0.12149532710280374,0.10905730129390019,1.0,0.06951871657754011,0.08108108108108109,0.06571936056838366,0.0948905109489051,0.08303249097472924,0.0989010989010989,0.08108108108108109,0.07334525939177101,0.09289617486338798
pernille_vermund,0.14068441064638784,0.0989010989010989,0.15606936416184972,0.14942528735632185,0.03806228373702422,0.1450381679389313,0.11731843575418995,0.2,0.18811881188118812,0.1342155009451796,0.1111111111111111,0.14068441064638784,0.1320754716981132,0.20967741935483872,0.1834319526627219,0.1857707509881423,0.2345679012345679,0.17647058823529413,0.15384615384615385,0.1320754716981132,0.10091743119266056,0.1650485436893204,0.15384615384615385,0.13851992409867173,0.15606936416184972,0.1320754716981132,0.06951871657754011,1.0,0.16054158607350097,0.1583011583011583,0.06761565836298933,0.07913669064748201,0.11524163568773234,0.15384615384615385,0.17647058823529413,0.14285714285714285
lars_mathiesen,0.16731517509727625,0.08892921960072596,0.1342155009451796,0.1583011583011583,0.03806228373702422,0.1342155009451796,0.12781954887218044,0.21951219512195122,0.17647058823529413,0.18110236220472442,0.16279069767441862,0.1952191235059761,0.12570356472795496,0.20481927710843373,0.12781954887218044,0.1952191235059761,0.22448979591836735,0.17416829745596868,0.14068441064638784,0.15384615384615385,0.14068441064638784,0.22448979591836735,0.1583011583011583,0.11317254174397032,0.17416829745596868,0.12570356472795496,0.08108108108108109,0.16054158607350097,1.0,0.16279069767441862,0.07719928186714542,0.10294117647058823,0.11940298507462686,0.14285714285714285,0.12149532710280374,0.11524163568773234
kim_andersen,0.09090909090909091,0.07526881720430108,0.12359550561797752,0.171875,0.01867572156196944,0.13851992409867173,0.10091743119266056,0.16054158607350097,0.18110236220472442,0.13636363636363635,0.0948905109489051,0.1070110701107011,0.1450381679389313,0.15384615384615385,0.1695906432748538,0.171875,0.17416829745596868,0.16279069767441862,0.15163147792706333,0.12359550561797752,0.12570356472795496,0.16054158607350097,0.11940298507462686,0.12359550561797752,0.11317254174397032,0.12359550561797752,0.06571936056838366,0.1583011583011583,0.16279069767441862,1.0,0.06571936056838366,0.08499095840867993,0.1070110701107011,0.1450381679389313,0.15384615384615385,0.12781954887218044
franciska_rosenkilde,0.12149532710280374,0.08695652173913043,0.10497237569060773,0.06761565836298933,0.04529616724738676,0.07334525939177101,0.06761565836298933,0.0948905109489051,0.13636363636363635,0.12781954887218044,0.09289617486338798,0.09289617486338798,0.07913669064748201,0.08499095840867993,0.07142857142857142,0.0948905109489051,0.09289617486338798,0.07334525939177101,0.07719928186714542,0.07334525939177101,0.08108108108108109,0.06761565836298933,0.07719928186714542,0.07142857142857142,0.12570356472795496,0.11940298507462686,0.0948905109489051,0.06761565836298933,0.07719928186714542,0.06571936056838366,1.0,0.11524163568773234,0.1342155009451796,0.07334525939177101,0.07719928186714542,0.061946902654867256
christina_olumeko,0.0989010989010989,0.04529616724738676,0.0948905109489051,0.07913669064748201,0.029159519725557463,0.09689213893967093,0.12149532710280374,0.11940298507462686,0.13636363636363635,0.10497237569060773,0.10091743119266056,0.1070110701107011,0.061946902654867256,0.08695652173913043,0.06007067137809187,0.11940298507462686,0.15163147792706333,0.12570356472795496,0.07913669064748201,0.11317254174397032,0.07719928186714542,0.11940298507462686,0.11940298507462686,0.08499095840867993,0.10294117647058823,0.12994350282485875,0.08303249097472924,0.07913669064748201,0.10294117647058823,0.08499095840867993,0.11524163568773234,1.0,0.1111111111111111,0.0948905109489051,0.06761565836298933,0.07526881720430108
torsten_gejl,0.12359550561797752,0.08695652173913043,0.16731517509727625,0.12570356472795496,0.03806228373702422,0.15163147792706333,0.12781954887218044,0.20967741935483872,0.20481927710843373,0.1650485436893204,0.13851992409867173,0.1650485436893204,0.13851992409867173,0.1650485436893204,0.0989010989010989,0.17416829745596868,0.16279069767441862,0.17647058823529413,0.14285714285714285,0.1320754716981132,0.08499095840867993,0.15163147792706333,0.1342155009451796,0.15606936416184972,0.15384615384615385,0.14722753346080306,0.0989010989010989,0.11524163568773234,0.11940298507462686,0.1070110701107011,0.1342155009451796,0.1111111111111111,1.0,0.1320754716981132,0.12149532710280374,0.09289617486338798
morten_messerschmidt,0.13636363636363635,0.12781954887218044,0.21212121212121213,0.12570356472795496,0.03806228373702422,0.1857707509881423,0.12570356472795496,0.25260960334029225,0.1834319526627219,0.12570356472795496,0.17647058823529413,0.1342155009451796,0.11940298507462686,0.21703853955375255,0.2219959266802444,0.17647058823529413,0.22950819672131148,0.16054158607350097,0.14722753346080306,0.1695906432748538,0.11317254174397032,0.12570356472795496,0.14942528735632185,0.14722753346080306,0.2145748987854251,0.16279069767441862,0.08108108108108109,0.15384615384615385,0.14285714285714285,0.1450381679389313,0.07334525939177101,0.0948905109489051,0.1320754716981132,1.0,0.2,0.1952191235059761
pia_kjarsgaard,0.11317254174397032,0.12359550561797752,0.22448979591836735,0.19047619047619047,0.056338028169014086,0.15606936416184972,0.12570356472795496,0.23711340206185566,0.2,0.09289617486338798,0.13851992409867173,0.08499095840867993,0.19284294234592445,0.2605042016806723,0.3157894736842105,0.1695906432748538,0.18811881188118812,0.14722753346080306,0.18110236220472442,0.13636363636363635,0.10497237569060773,0.16054158607350097,0.12570356472795496,0.15163147792706333,0.19760479041916168,0.18811881188118812,0.07334525939177101,0.17647058823529413,0.12149532710280374,0.15384615384615385,0.07719928186714542,0.06761565836298933,0.12149532710280374,0.2,1.0,0.29310344827586204
peter_kofod,0.12149532710280374,0.12994350282485875,0.21212121212121213,0.1583011583011583,0.043478260869565216,0.12359550561797752,0.12781954887218044,0.20240480961923848,0.1834319526627219,0.10497237569060773,0.11731843575418995,0.07913669064748201,0.16731517509727625,0.23203285420944558,0.22448979591836735,0.11524163568773234,0.19047619047619047,0.11731843575418995,0.1857707509881423,0.1450381679389313,0.07526881720430108,0.12994350282485875,0.11940298507462686,0.1320754716981132,0.17647058823529413,0.1583011583011583,0.09289617486338798,0.14285714285714285,0.11524163568773234,0.12781954887218044,0.061946902654867256,0.07526881720430108,0.09289617486338798,0.1952191235059761,0.29310344827586204,1.0
