tweets
Stort tillykke Neha. På @DTUtweet er vi stolte over det vigtige arbejde Nordic Women in STEM laver. Vi har brug for flere kvinder i STEM #uddpol https://t.co/SeBOkOzcRf
"Man bør lytte når @LarsFruergaard @PederTuborgh @NipperMads @eradicatecancer @aarup_jacob @MauricioGraber mfl. råber op. @DTUtweet kan bidrage mere, hvis loftet over optaget på vores hovedcampus fjernes - sammen med loftet over int. studerende #dkbiz https://t.co/YGkfVqo6BR"
"Der er regeringsforhandlinger om bl.a., hvordan vi skal øge Danmarks arbejdsudbud. Vi kunne jo fx fjerne loftet over internationale studerende. Tak til @mhaarder @AnGuldberg og @JLangergaard #dkpol #uddpol https://t.co/ngS85CbZPo"
"Det er glædeligt, at EU gører op med Danmarks skøre familiesammenføringsregler. Hvor ville jeg dog ønske, at Folketinget havde taget tyren ved hornene for længst, og dermed sparet tusinder af mennesker for fortvivlelse @theEnergyMads #dkpol https://t.co/fpyTOADZ1s"
"Enig @Mia_w_jorgensen! Lad os gøre op med skør udlændingepolitik og bruge sund fornuft i stedet. På @DTUtweet er der også loft over internationale studerende, selvom de bidrager positivt til både DTU og DK. Vi har ikke råd til at lade være #dkpol #dkbiz https://t.co/cEiMQHBFsB"
"Et meget vigtigt indlæg fra @HenWeg. Danmark skal have en strategi for den store mangel på akademikere på en lang række områder. Det er altså ikke kun sygeplejersker, SOSU'er og pædagoger, som Danmark mangler. Jeg håber, at det er et tema i regeringsforhandlingerne #uddpol #dkbiz https://t.co/yKveQQQlan"
RT @WBjarke: Interessant interview med @DTUtweet rektor @ABjarklevDTU om Akademiet for de Tekniske Videnskaber @ATVdk's hidtil mest ambitiø…
"@stinuslindgreen Et stort tak for samarbejdet @stinuslindgreen, og tak for din utrættelige stemme på udddannelses- og forskningsområdet. Jeg håber, at vi får fornøjelsen af dig igen, og at du fortsat vil blande dig i debatten!"
"RT @VibekeHjortlund: Forskning skal ind i magtens centrum. 

Statsministeren mangler en rådgiver. Ikke en særlig politisk rådgiver, men en…"
"RT @IDAdk: Udlændinge har fyldt usædvanligt lidt i valgkampen. Men ændrer ikke på, at vi har brug for viden og talent udefra. Så lyt til #d…"
"RT @IDAdk: Vi skal have flere som Bence. Han læser på @DTUtweet, fordi de er blandt de bedste på hans felt, er fra Ungarn, har studiejob i…"
"Jeg har tidligere foreslået, at statsministeren skal have en forsknings- og teknologirådgiver. @aahlers og @JakobEllemann var på besøg hos @DTUSkylab, og de vil have videnskaben tættere på #dkpol. Bring forskningen helt ind i Statsministeriet! #dkforsk #teknologigiverhåb https://t.co/hjjSJ54bsg"
RT @LisbetMN: Krisen i sundhedsvæsenet fylder med rette i #fv22. Manglen på sundhedspersonale er en bunden opgave for #dkpol. Men hvorfor t…
"Har flere gange hørt, at det skulle være forbudt at forske i kernekraft på @DTUtweet. Det er det altså ikke. Vi har forskningsfrihed og værner om den. Skal området udvikles, kræver det dog politisk vilje #dkpol #dkgreen https://t.co/K4iblw5NrI"
"RT @DMfagforening: Midt i en valgkampstid har vi mere end nogensinde brug for at tage viden alvorligt, så vi ikke baserer vigtige beslutnin…"
"Hvis ikke jeg allerede havde tabt håret, så ville kortere kandidatuddannelser helt sikkert medvirke til det... Næsten hveranden ung mistrives, og jeg er bekymret for, at kortere kandidatuddannelser vil øge presset på vores unge #uddpol https://t.co/dcZImfB7p7"
"Stærkt med mere offentlig investering i forskning @venstredk! Det er fuldstændig afgørende for den grønne omstilling, at vi investerer massivt i forskning og udvikling af både nye og allerede kendte teknologier #dkforsk #dkpol @JakobEllemann @sophieloehde  https://t.co/SkNCJ7JjaO"
"RT @Filoffen: ""Det er jo noget, jeg har lavet for 20 år siden. Men det skal have en stor nytte for samfundet, og det tager simpelthen tid a…"
"Jeg vil gerne slå endnu et slag for @IDAdk kampagnen: Viden giver nuancer. Uddannelse og forskning drukner lige nu i bogstavleg og hurtige løsninger - det duer ikke. #uddpol og #dkforsk skal op på dagsordenen. Viden skaber gode valg, og det har vi brug for #dkpol https://t.co/43m4oMj7QQ"
"Forfærdelige scener i Iran ved #SharifUniversity. Mine tanker går til vores medmennesker i Iran og de iranere, vi har her på @DTUtweet #HumanRights  https://t.co/DsNh273Fdi"
"RT @KlitgaardLaura: Statsministeren åbnede godt og vigtigt med energikrise, cyberangreb og forsyningssikkerhed. Løsningerne her har til fæl…"
"Jeg er med bestyrelsen for @DTUtweet i Jylland. DTU bidrager med uddannelse, forskning og innovation i hele Danmark - det skal bare give mening. Det er Testcenter Østerild, Skaldyrcenteret ved Nykøbing Mors og @GreenLabSkive gode eksempler på #udflytningdervirker #uddpol #dkforsk https://t.co/9pT4d70vEa"
"@MortenFraLarsen Nej, det hører under ""Teknik"" - derfor 30 %? https://t.co/JJ3kjJ3f40"
"Vi har brug for flere uddannede og ikke færre. Vi har brug for civilingeniører med dyb faglighed, der forløser samfundets behov for højtuddannet arbejdskraft - det her giver ingen mening #dkpol #uddpol #dkbiz (3/3)"
"Alle @DTUtweet studerende får en erhvervsrettet uddannelse og knap 1/3 bliver diplomingeniører på 3,5 år. Vores nuværende kandidatuddannelse sikrer civilingeniører, der er eftertragtede overalt i samfundet, og der er næsten ingen ledighed - det samme gælder diplomingeniører (2/3)"
"Regeringens ønske om, at 30 % af vores civilingeniører skal have en kortere uddannelse, er et eksperiment, der kan have vidtrækkende konsekvenser i en tid, hvor viden er afgørende for den grønne omstilling (1/3) https://t.co/uzVKjVVBll"
"Stadig mange ubekendte, men det bekymrer mig (bl.a.!), hvilke konsekvenser dette kan få for Danmarks evne til at tiltrække internationalt talent. Jeg håber, at vi og erhvervslivet tages med på råd, så vi gør det rigtige for Danmark. #uddpol #dkpol #dkbiz https://t.co/TfMaeh3z5s"
"Vigtigt opråb fra @AarhusUni, @KlitgaardLaura og @SiemensGamesa. Vi skal handle på ingeniørmanglen, hvis vi vil den grønne omstilling. Vi kan eksempelvis starte med at åbne op for flere internationale studerende #uddpol https://t.co/dnM3vKzOXP"
RT @DTUtweet: DTU's årlige Uddannelses- og Forskningspolitiske topmøde afholdes i år den 30. november. Der åbnes for tilmelding d. 28. okto…
"Jeg er, ikke overraskende, meget enig med @IDAdk. Forskning fylder intet i valgkampen, og det er uforståeligt for mig. Forskning, uddannelse og innovation burde være en prioritet for samtlige partier - det er forudsætningen for vores fremtid #dkpol https://t.co/L6vsJXdyUL"
"Jeg hørte ikke forskning nævnt én eneste gang i går. Var det bare mig? Jeg ved godt, at det ikke er højt oppe på dagsordenen, når der er valgkamp. Men meget relevant, når vi snakker om Co2 fra landbrug, energikrise og presset sundhedsvæsen #dkpol #dkforsk https://t.co/OiGNfgiV5w"
"Syv fantastiske og udfordrende år som formand for @Danskeuni er nu ovre, og jeg giver fanen videre til gode kræfter. Jeg håber, at min indsats har været mærket. Men I slipper ikke helt for min stemme i debatten! #uddpol #dkforsk  https://t.co/wusfYulSTc"
"Vigtigt, I holder regeringen i ørene @stinuslindgreen og @AstridCaroee. Investering i forskning forbedrer levestandarden for alle. Det er vores fundament for at kunne besvare globale og nationale udfordringer. Burde være højere på #dkpol dagsorden!  https://t.co/yyN2lc1OQ0"
"@DTUtweet er med i et enestående partnerskab, hvor vi sammen skal udvikle teknologier til fremtidens grønne energisystem. Vi SKAL forbedre Europas forsyningssikkerhed, og det er jeg stolt af at være en del af #dkgreen #dkenergi https://t.co/4k1GDgirgU"
"Der går nærmest ikke en ledig ingeniør rundt i Danmark. Jeg er stolt af @DTUtweet dimittend- og aftageranalyse. Den viser, at vi gør noget rigtigt, og at arbejdsmarkedet tørster efter mere af det. Vi skal have flere og ikke færre ingeniører #uddpol #dkbiz https://t.co/3zE7c6JHPP"
RT @koebenhavns_uni: Nyt dansk initiativ skal hjælpe ukrainske forskere på flugt: https://t.co/YmdHrUnyfI. Sammen giver @Danskeuni @novonor…
"Tak @mhaarder og @madseriksen1208. Internationale studerende giver overskud på den samfundsøkonomiske bundlinje, og så er de en faglig, kulturel og social gevinst for danske universitetsuddannelser! #dkpol #uddpol https://t.co/KeOwlQCFRy"
RT @DanskIndustri: Udenlandske studerende er en kæmpe gevinst for #dkbiz og 🇩🇰 Derfor foreslår vi sammen med ⁦@DanskErhverv⁩ ⁦@madseriksen1…
RT @madseriksen1208: Der er behov for at ændre aftalen om lukning af engelsksprogede uddannelser. Internationale studerende bidrager med ar…
Godt og aktuelt udspil @PiaOlsen og @KlitgaardLaura!  Fornuftigt at fjerne loftet over uddannelsespladser på @ITUkbh. På @DTUtweet uddanner vi også it-specialister. Er det rimeligt at begrænse optaget her? #uddpol https://t.co/swOSIzG4hT
@mfMorten @AnneValentina @larsclilleholt @SociologenHD @RasmusJarlov @martinlidegaard @MogensJensenS
