tweets
"Jeg kan læse at stadig flere kommentatorer, tidligere rådgivere og sågar tidligere ministre mener Løkke vil gribe muligheden for at blive statsminister hvis den byder dig. Det er skarpt set😃"
"@Ilovecolaz @JakobEllemann Næh, det udelukker da ikke hinanden"
Jeg synes Cecilie Beck var fremragende i aftes - og fair
@uffeelbaek Det er jo hele problemet med den slags debatter. Det er jo ikke repræsentativt at alle skal have lige meget taletid
@MLundbyHansen @CKjersgaard Enhver statsminister ville have foretager nøjagtig  den samme prioritering
"@MLundbyHansen Ahh, hun var lissom optaget af et andet DR program"
@khmultifidi Krakiler
Kan Clement ikke bare få alle partileder debatterne?🙏
@noa_redington Man forstår bedre og bedre at Nick Hækkerup hellere ville have et par kolde øl
@carstenkn @DavidTrads @larsloekke @moderaterne_dk Den glemmer man ikke så let😊også god sommer til dig
@pelledragsted @PHummelgaard Du er på vej Pelle. Altså til at blive socialdemokrat😃
@DavidTrads @larsloekke @moderaterne_dk Ja da
@DavidTrads @larsloekke @moderaterne_dk Tak David. Nu er jeg sikker på de får mindre😃
@Winther12 @Spolitik @mattiastesfaye Mink
@nygaardbn @weekendavisen Der findes ingen forkerte veje. Kun omveje og genveje
@nygaardbn Det har da været et super løb og mega spændende til det sidste. Og mon ikke Cort stikker snuden frem i dag
@EEngell Og du har ikke vist ikke så meget humor😄
"Man fornemmer lissom at statsministeren ikke synes dagens afslutningsdebat lever op til standarderne for god demokratisk samtale..,"
@Madskorsholm1 Træk luft ind😅
@JanEJoergensen Den kom lidt for sent den jobansøgning Jan😅
@pelledragsted Tror du selv på det tal?
@BosseStine Du forlænger kun pinen ved at gå i rette med fx Jarlov og gør det kun sjovere at drille dig. Tag en skud selvironi og lev med det😊
"@BosseStine Ahh, den har du selv bedt om😃"
"@DavidTrads @sophieloehde Der synes jeg er en lidt svag sammenligning, da de to sager eller situationer eller kan sammenlignes. Jeg skal ikke gøre mig til dommer, men synes det er interessant at du er i stand til det. Men så heller så overbevisende…"
@DavidTrads Prøv lige at være konkret her David. Det er sjov det her. Så hvilke statshemmeligheder har CHF afsløret på TV?
@JeppeBruus Kæmpe tillykke og vend lige reformen på hovedet❤️😎
@DavidTrads @MortenDahlin Egentlig ikke
@hansersej Det er sket. Mette F kom igen først:-) over en samtalebog om Shakespeare…
Mærkelig aften på Twitter. Der er helt stille fra S-politik…
@pederhvelplund @pelledragsted Just do it
Godt nytår fra Stockholm. Friheden er ikke så langt væk https://t.co/cIi38RC1r2
Har jeg overset noget eller lurepasser Socialdemokratiet endnu engang i Støjberg sagen indtil alle andre har gjort deres stilling op?#dkpol
"@JeppeBruus @JakobEllemann @venstredk Jeppe, kan vi ikke bare få en dag uden det der Trump halløj"
@KristianMadsen @ReimerboC God bedring
@KristianMadsen Det er en afhøring - ikke en pressekonference
Statsministeren flytter pressemøde fra 20.30 til 18.30 i aften. Kvindehåndbold tør selv Mette Frederiksen ikke kæmpe med - kampstart 20.30
"@MagnusBarsoe Puha, du er godt nok mere nærtagende end jeg troede"
"@MagnusBarsoe Jeg tror du tager fejl Magnus. Hold fast i din udmærkede analyse af S tilbagegang i storbyerne. Arne pension er en forståelig kronjuvel for den nuværende regering, men det er ikke en sællert til moderne storby vælgere"
Det bliver endnu en lang dag for Jeppe Bruus…https://t.co/GTJnGKcB1H #dkpol
@Uggla100 @GudLarsen @Henrikvilla @Mette30479740 @berlingske @jyllandsposten @tv2nyhederne @venstredk Det er da ellers det du gør konstant
@RuneOgendahl @TrineEgetved My bad
@pelledragsted Måske sker det også i DK en dag…
