tweets
"RT @fondenkraka: Ny analyse i Berlingske: I løbet af de sidste 40 år, er jordemødre gået fra at have indkomster i top 20% til at ligge i mi…"
Ulrik er ret klog… https://t.co/8pZtY4si4c
@Malthe_MMM Fagkorrektur😊
@rulgw @IdaGrabow Tillykke søde seje Rulle🇩🇰🔥
"VM: hver især er vi nød til at tage stilling, vi kan ikke blot stirre på vores skosnuder. 
Jeg kommer ikke til at se nogen kampe fra Qatar. Læser korrektur på en Kraka-analyse i stedet. Sorry boys…⚽️🇩🇰"
"@DRNyheder, lige nu med målingerne er det kun Mette F og Lars Løkke der kan blive Danmarks næste statsmin. Løkke peger på Mette hvis ikke blå blok peger på ham. 
Kan I ik holde et møde i DR om dette, og om hvem der skal i debat? Pape ER ude af det spil, sorry🔥☝️"
"FE-gate: hvis ikke partierne (minus S) - efter Findsens bog - er ballsy nok til at kræve en undersøgelse af hele FE-skandalen, ryger troværdigheden om Danmark som en retsstat i toilettet. Selv regeringens støttepartier bør besidde et gram af statsmandsskab her. Jeg rystes☝️😰"
Køreklar👍 https://t.co/mn6yX556LY
Kun en tåbelig/umoden statsministerkandidat frygter ikke Grønland og Færøerne.
Kanon fin oplevelse med @MichaelSvarer og min ven Anders Dons🙏🏽😊 https://t.co/yurTe2gk2F
@rulgw @JakobEllemann @SorenPape 😊
Sabotage-gate2: er det nu at @JakobEllemann og @SorenPape viser statsmandskunst og siger at de ikke vil stemme for at vælte regeringen grundet sabotage-gate? Det håber vi.
Gas-gate: er det en ansvalig ledelse af landet og udskrive valg når FN holder topmøde om sabotagen ved Bornholm? Nej vel☝️😰
@JakobEllemann gæstede Krakas advisoryboard her til aften. Og tak for det. Vi fik en klar analyse af den højspændte situation og mødte en V-leder der tror på ‘det’. https://t.co/3lu7rnfKiM
FE-sagen: der må komme en kommission nu. Finn Borch Andersens adfærd om Findsen er så rystende (og ulækker) at kloge folk nu må gå ALT igennem. Hvad sker der for PET? #findsenidagdigimorhen☝️
"Findsens sexliv: @sorenpind og hans desperate stedfortræder forsvar for BBB tager et yderligere modbydeligt dyk mod bunden med hans opråb i EB om Findsens sikk godk. Hvor er det lavt, hvor er det ulækkert. Er det sådan vores samtale skal være? At PET lækker dette er rystende. Føj"
"Detektor: en ulykke at DR slagter programmet. Umuligt at finde en handling der er mere i strid med tidsånden. Trump og hans fæller får bedre tider, og Kraka mister en fælle. Trist. @DRNyheder @adinaren_"
