tweets
"@fransglaursen @VIVEviden Før du smider om dig med fornærmelser, så læs lige igen, hvad jeg skrev…."
@TomJensen1966 @VIVEviden Lad da være. Jeg skrev tydeligt “15% af forskellen”. Tænker godt folk både kan læse og klikke på henvisningen.
@JensChristianh6 @VIVEviden Det ene ekskluderer naturligvis ikke det andet.
@H20900672Hansen @Olsen29128170 @VIVEviden Ja.
"@FterenL @Olsen29128170 @VIVEviden Har absolut ingen intention om at være nogle af de benævnte dele, og er i øvrigt - som jeg også godt tror du ved - altid klar til at blive klogere, og kigget derfor på rapporten igen."
"@danielvasilios @VIVEviden Det ved du godt, at jeg aldrig vil forslå. Hvorfor er du så bekymret for at anerkende udfordringen med manglende ligeløn for lige arbejde mellem kønnene?"
"@olebirkolesen @VIVEviden Hmm, så lad os se på denne her rapport fra finanssektoren, hvor den uforklarlige forskel er 7,7% https://t.co/cpj8AsXLw8"
"@danielvasilios @VIVEviden så lad os se på denne her rapport fra finanssektoren, hvor den uforklarlige forskel er 7,7% https://t.co/cpj8AsXLw8"
"@Olsen29128170 @VIVEviden Hmm, så lad os se på denne her rapport fra finanssektoren, hvor den uforklarlige forskel er 7,7% https://t.co/cpj8AsXLw8"
@danielvasilios @VIVEviden https://t.co/6ALxGnLsAU
@olebirkolesen @VIVEviden https://t.co/ecrnih2HgB
Jeg ser en del mænd her på platformen forsøge at bortforklare lønforskellen mellem mænd og kvinder. Faktum er dog er ca. 15% af forskellen er helt “uforklarlig” ifølge @VIVEviden .Det tænker jeg skal være et fremtidigt fokusområde #dkpol
@torbenmarkp Føler lidt jeg ligner en hængt ananas med slips på. Så foretrækker det uden 😊
@KnudHan44257186 Og du skal vaske din mund med vand og sæbe.
@larsgade @JensRingberg @venstredk Blev bedt om tage et billede af Gade og Kjærsgaard - så det gjorde jeg.
"Første samling af det nye Folketing. Er både glad, stolt og ikke mindst ydmyg. https://t.co/73wqSUvpuO"
"@jes68ras @triermogensen @tv2newsdk Hvis det endelig skal være, så foretrækker jeg “Hjem-Is-Bilen” 😎"
"@Hapsdog @Berry1952K @triermogensen @tv2newsdk Så du mener, at mandater i Folketinget er “ligegyldige”?"
"Hørte jeg forkert, eller kaldte @triermogensen netop Moderaternes folketingsgruppe for en “klovnebus” man ikke kan basere et flertal på”, på @tv2newsdk? I så fald er det en uhørt hån af vælgernes afgørelse ved valget og de mennesker, der stiller sig til rådighed for demokratiet"
"@BoFrenning Tak for det, Bo. Den henter vi!"
"@krmeinert @P1radio Håber jeg sagde, “at jeg havde taget en rundtur i tilgængeligt fakta” - men forbindelsen drillede en del."
"@lehmann_hansen @HenrikFrandsen5 @Mettekierkgaard Resten af konstitueringen sker først, når regeringsforhandlingerne er afsluttet."
@rubenkidde @HenrikFrandsen5 @Mettekierkgaard Mange tak 😀
"Moderaternes folketingsgruppe har her til formiddag valg @HenrikFrandsen5 som gruppeformand, @Mettekierkgaard som næstformand og mig selv som politisk ordfører. #dkpol"
@Chris_Bjerknaes @Ingemann84 @SigurdAgersnap Jeg er frisk
"Af hjertet tak til de 4.252 vælgere i Nordsjælland, der har valgt mig til Folketinget. Jeg er meget stolt og vil arbejde hårdt for at gøre mig fortjent til tilliden."
"9,3% til @moderaterne_dk - jeg er meget stolt og utrolig ydmyg. Tak for opbakningen. #dkpol"
"@JWolffbrandt Jamen, du er velkommen. Skriv, når du står ude foran."
"Tak for en god valgkamp. Jeg håber, at så mange som overhovedet muligt benytter stemmeretten og viser opbakning til demokratiet, og at det nye folketing samler sig i bredt samarbejde. #dkpol #ftvalg22"
"“Lad os nu lige se, når danskerne har stemt”."
"Kan I huske dengang, ingen rigtigt ville tale om og med Moderaterne?"
Der er én statsmand til stede i aftenens debat…
"RT @GreenPowerDK: ""Vi vil efter valget sikre, at der bliver sat ressourcer af til at bygge et grønt superministerium"" fortæller @engelschmi…"
@linelouise39 Tak 😊
"Det er nemt at bruge penge og dele dem ud med rund hånd. Men at tage ansvar for nødvendige reformer af økonomi og arbejdsmarked er den eneste inflationsmedicin, der virker. #dkpol #moderaterne #tagansvar"
"@sbterkelsen Ja, hvem ved??"
Perfekt eksempel på hvordan man ødelægger vigtig demokratisk samtale ved egoistisk opførsel.
"@R4nd4hl @moderaterne_dk Ja, og derfor fremlagde vi jo netop en redningsplan for at sikre for og ressourcer først. Herefter er der plads til de nødvendige forandringer."
Sundhedsvæsenet er for vigtigt til at blive offer for endnu 4 års blokpolitik #dkpol
@sfBalder Det ved du godt er usandt. Måske du kan fortælle lidt om dit partis politik i stedet…?
"Jeg er glad for, at sundhed spiller en central rolle i aftenens debat og stolt af, at Moderaterne har en læge og en sygeplejerske blandt spidskandidaterne - de ved, hvad de taler om. #dkpol"
@a_steenberg @BosseStine @radikale @moderaterne_dk Nej. De har kippet skævt. https://t.co/cu0ucFrYl7
"@JRvad Det er jeg ked af, at du synes, men sådan fungerer demokratiet jo heldigvis. God weekend"
"Hvis nogen var i tvivl om, hvorvidt skræmmekampagnen fra S og nu også Enhedslisten er igang, skal man blot gå forbi amagercentret idag. Det er at tale ned til vælgerne og gøre dem dummere, end de er. 
God weekend. #dkpol https://t.co/3tfeqrIU93"
@ChristinaAcke10 Vi fremlagde forslaget 17 januar.
"Skræmmekampagnen fortsætter. Denne gang er det @SFpolitik ,der hellere vil tale usandt om @moderaterne_dk end at fortælle om, hvad partiet selv vil politisk #dkpol https://t.co/wXItc0eLv0"
"@LykkeM @jakobnielsen @larsloekke Sålænge opmærksomheden baserer sig på det vil rent faktisk gerne vil, og ikke det socialdemokraterne påstår, at vi vil."
"@gyllingseverin @moderaterne_dk Jo, men ikke på det løgnagtige grundlag, som Socialdemokraternes turnerer med."
"@Sara26617066 @moderaterne_dk Ja, hvis bare det var vores politik og ikke usandheder og skræmmekampagner."
"Man kan dårligt tolke Socialdemokraternes skræmmekampagne om @moderaterne_dk ‘ politik som udtryk for andet end, at partiet er ved at droppe ambitionen om et bredt samarbejde over midten efter valget. Det gør mig trist. #dkpol"
"@anette_ll @Jeppespip Nej,
Dem der endnu ikke er født."
"@RStoklund @larsloekke Bliver du nogensinde træt af at gentage de samme usandheder? Moderaterne vil ikke røre folkepensionen for mennesker, der går på arbejde i dag. Vi taler om et nyt system for fremtidige generationer."
"@andreas_wind @tanjanyrup @jakobnielsen @larsloekke @EkstraBladet @jyllandsposten @tv2newsdk @Altingetdk Fra vinkler ala “vil afskaffe folkepensionen “ (som i lige nu). 

Kan I sove godt, når I kommer så langt."
"@andreas_wind @tanjanyrup @jakobnielsen @larsloekke @EkstraBladet @jyllandsposten @tv2newsdk @Altingetdk Ja, nogle af dem lyttede til vores inputs og ændrede efterfølgende rubrikkerne."
@tanjanyrup @jakobnielsen @larsloekke Nu tænkte jeg mere på vinkelingen i bl.a. EB og TV2 - som m.fl.
"@tanjanyrup @jakobnielsen @larsloekke Fordi de skriver ting om den, der ikke passer. Vores udspil handler om de kommende generationer - ikke de eksisterende."
